"StichtagDatJahr","StatZoneSort","StatZoneLang","QuarSort","QuarLang","KreisSort","HerkunftSort","HerkunftCd","HerkunftLang","Kon2AggSort_noDM","Kon2AggCd_noDM","Kon2AggLang_noDM","AnzBestWir"
2014,144,"Buchzelgstrasse",74,"Witikon",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",663
2014,144,"Buchzelgstrasse",74,"Witikon",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",77
2014,144,"Buchzelgstrasse",74,"Witikon",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",183
2014,144,"Buchzelgstrasse",74,"Witikon",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",411
2014,145,"Carl Spitteler-Strasse",74,"Witikon",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",656
2014,145,"Carl Spitteler-Strasse",74,"Witikon",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",367
2014,145,"Carl Spitteler-Strasse",74,"Witikon",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",529
2014,145,"Carl Spitteler-Strasse",74,"Witikon",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",62
2014,145,"Carl Spitteler-Strasse",74,"Witikon",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",136
2014,145,"Carl Spitteler-Strasse",74,"Witikon",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",259
2014,146,"Eierbrecht",74,"Witikon",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",535
2014,146,"Eierbrecht",74,"Witikon",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",317
2014,146,"Eierbrecht",74,"Witikon",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",442
2014,146,"Eierbrecht",74,"Witikon",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",52
2014,146,"Eierbrecht",74,"Witikon",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",112
2014,146,"Eierbrecht",74,"Witikon",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",182
2014,147,"Loorenstrasse",74,"Witikon",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",191
2014,147,"Loorenstrasse",74,"Witikon",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",140
2014,147,"Loorenstrasse",74,"Witikon",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",140
2014,147,"Loorenstrasse",74,"Witikon",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",10
2014,147,"Loorenstrasse",74,"Witikon",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",42
2014,147,"Loorenstrasse",74,"Witikon",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",160
2014,148,"Glockenacker",74,"Witikon",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",227
2014,148,"Glockenacker",74,"Witikon",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",198
2014,148,"Glockenacker",74,"Witikon",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",224
2014,148,"Glockenacker",74,"Witikon",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",26
2014,148,"Glockenacker",74,"Witikon",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",95
2014,148,"Glockenacker",74,"Witikon",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",168
2014,149,"Kienastenwies",74,"Witikon",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",395
2014,149,"Kienastenwies",74,"Witikon",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",256
2014,149,"Kienastenwies",74,"Witikon",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",345
2014,149,"Kienastenwies",74,"Witikon",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",43
2014,149,"Kienastenwies",74,"Witikon",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",76
2014,149,"Kienastenwies",74,"Witikon",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",197
2014,150,"Wiesliacher",74,"Witikon",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",392
2014,150,"Wiesliacher",74,"Witikon",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",227
2014,150,"Wiesliacher",74,"Witikon",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",332
2014,150,"Wiesliacher",74,"Witikon",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",24
2014,150,"Wiesliacher",74,"Witikon",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",67
2014,150,"Wiesliacher",74,"Witikon",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",130
2014,153,"Seebad Utoquai",81,"Seefeld",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",216
2014,153,"Seebad Utoquai",81,"Seefeld",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",199
2014,153,"Seebad Utoquai",81,"Seefeld",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",307
2014,153,"Seebad Utoquai",81,"Seefeld",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",42
2014,153,"Seebad Utoquai",81,"Seefeld",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",151
2014,153,"Seebad Utoquai",81,"Seefeld",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",324
2014,154,"Bellerive",81,"Seefeld",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",436
2014,154,"Bellerive",81,"Seefeld",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",339
2014,154,"Bellerive",81,"Seefeld",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",523
2014,154,"Bellerive",81,"Seefeld",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",60
2014,154,"Bellerive",81,"Seefeld",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",194
2014,154,"Bellerive",81,"Seefeld",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",502
2014,155,"Tiefenbrunnen",81,"Seefeld",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",353
2014,155,"Tiefenbrunnen",81,"Seefeld",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",287
2014,155,"Tiefenbrunnen",81,"Seefeld",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",477
2014,155,"Tiefenbrunnen",81,"Seefeld",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",60
2014,155,"Tiefenbrunnen",81,"Seefeld",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",168
2014,155,"Tiefenbrunnen",81,"Seefeld",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",397
2014,158,"Kreuzstrasse",82,"Mühlebach",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",431
2014,158,"Kreuzstrasse",82,"Mühlebach",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",321
2014,158,"Kreuzstrasse",82,"Mühlebach",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",510
2014,158,"Kreuzstrasse",82,"Mühlebach",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",86
2014,158,"Kreuzstrasse",82,"Mühlebach",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",232
2014,158,"Kreuzstrasse",82,"Mühlebach",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",587
2014,159,"Gemeinschaftszentrum",82,"Mühlebach",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",216
2014,159,"Gemeinschaftszentrum",82,"Mühlebach",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",155
2014,159,"Gemeinschaftszentrum",82,"Mühlebach",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",250
2014,159,"Gemeinschaftszentrum",82,"Mühlebach",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",40
2014,159,"Gemeinschaftszentrum",82,"Mühlebach",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",119
2014,159,"Gemeinschaftszentrum",82,"Mühlebach",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",223
2014,160,"Wildbachstrasse",82,"Mühlebach",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",474
2014,160,"Wildbachstrasse",82,"Mühlebach",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",340
2014,160,"Wildbachstrasse",82,"Mühlebach",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",601
2014,160,"Wildbachstrasse",82,"Mühlebach",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",56
2014,160,"Wildbachstrasse",82,"Mühlebach",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",145
2014,160,"Wildbachstrasse",82,"Mühlebach",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",307
2014,161,"Mühle",82,"Mühlebach",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",235
2014,161,"Mühle",82,"Mühlebach",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",191
2014,161,"Mühle",82,"Mühlebach",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",324
2014,161,"Mühle",82,"Mühlebach",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",26
2014,161,"Mühle",82,"Mühlebach",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",67
2014,161,"Mühle",82,"Mühlebach",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",171
2014,163,"Neumünster",83,"Weinegg",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",148
2014,163,"Neumünster",83,"Weinegg",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",111
2014,163,"Neumünster",83,"Weinegg",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",126
2014,163,"Neumünster",83,"Weinegg",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",11
2014,163,"Neumünster",83,"Weinegg",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",52
2014,163,"Neumünster",83,"Weinegg",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",125
2014,164,"Botanischer Garten",83,"Weinegg",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",146
2014,164,"Botanischer Garten",83,"Weinegg",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",113
2014,164,"Botanischer Garten",83,"Weinegg",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",215
2014,164,"Botanischer Garten",83,"Weinegg",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",27
2014,164,"Botanischer Garten",83,"Weinegg",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",53
2014,164,"Botanischer Garten",83,"Weinegg",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",122
2014,165,"Burghölzli",83,"Weinegg",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",415
2014,165,"Burghölzli",83,"Weinegg",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",347
2014,165,"Burghölzli",83,"Weinegg",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",518
2014,165,"Burghölzli",83,"Weinegg",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",41
2014,165,"Burghölzli",83,"Weinegg",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",152
2014,165,"Burghölzli",83,"Weinegg",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",285
2014,166,"Rehalp",83,"Weinegg",8,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",441
2014,166,"Rehalp",83,"Weinegg",8,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",384
2014,166,"Rehalp",83,"Weinegg",8,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",515
2014,166,"Rehalp",83,"Weinegg",8,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",46
2014,166,"Rehalp",83,"Weinegg",8,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",222
2014,166,"Rehalp",83,"Weinegg",8,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",421
2014,169,"Brünneliacker",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",290
2014,169,"Brünneliacker",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",346
2014,169,"Brünneliacker",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",306
2014,169,"Brünneliacker",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",22
2014,169,"Brünneliacker",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",68
2014,169,"Brünneliacker",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",108
2014,170,"In den Rütenen",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",491
2014,170,"In den Rütenen",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",413
2014,170,"In den Rütenen",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",659
2014,170,"In den Rütenen",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",33
2014,170,"In den Rütenen",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",201
2014,170,"In den Rütenen",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",244
2014,171,"Bockhornstrasse",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",388
2014,171,"Bockhornstrasse",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",291
2014,171,"Bockhornstrasse",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",362
2014,171,"Bockhornstrasse",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",27
2014,171,"Bockhornstrasse",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",97
2014,171,"Bockhornstrasse",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",147
2014,172,"Zollfreilager",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",749
2014,172,"Zollfreilager",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",703
2014,172,"Zollfreilager",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",755
2014,172,"Zollfreilager",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",34
2014,172,"Zollfreilager",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",210
2014,172,"Zollfreilager",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",315
2014,173,"In der Ey",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",773
2014,173,"In der Ey",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",654
2014,173,"In der Ey",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",882
2014,173,"In der Ey",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",65
2014,173,"In der Ey",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",382
2014,173,"In der Ey",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",465
2014,174,"Mühlezelgstrasse",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",439
2014,174,"Mühlezelgstrasse",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",458
2014,174,"Mühlezelgstrasse",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",540
2014,174,"Mühlezelgstrasse",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",41
2014,174,"Mühlezelgstrasse",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",178
2014,174,"Mühlezelgstrasse",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",274
2014,175,"Letzigraben",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",300
2014,175,"Letzigraben",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",301
2014,175,"Letzigraben",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",530
2014,175,"Letzigraben",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",41
2014,175,"Letzigraben",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",155
2014,175,"Letzigraben",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",335
2014,176,"Sackzelg",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",255
2014,176,"Sackzelg",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",232
2014,176,"Sackzelg",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",256
2014,176,"Sackzelg",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",14
2014,176,"Sackzelg",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",87
2014,176,"Sackzelg",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",73
2014,177,"Espenhof",91,"Albisrieden",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",890
2014,177,"Espenhof",91,"Albisrieden",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",882
2014,177,"Espenhof",91,"Albisrieden",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",1132
2014,177,"Espenhof",91,"Albisrieden",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",93
2014,177,"Espenhof",91,"Albisrieden",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",507
2014,177,"Espenhof",91,"Albisrieden",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",706
2014,179,"Dunkelhölzli",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",802
2014,179,"Dunkelhölzli",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",713
2014,179,"Dunkelhölzli",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",683
2014,179,"Dunkelhölzli",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",26
2014,179,"Dunkelhölzli",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",259
2014,179,"Dunkelhölzli",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",292
2014,180,"Loogarten",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",416
2014,180,"Loogarten",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",483
2014,180,"Loogarten",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",752
2014,180,"Loogarten",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",40
2014,180,"Loogarten",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",346
2014,180,"Loogarten",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",439
2014,181,"Eichbühl",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",397
2014,181,"Eichbühl",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",460
2014,181,"Eichbühl",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",749
2014,181,"Eichbühl",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",46
2014,181,"Eichbühl",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",308
2014,181,"Eichbühl",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",388
2014,182,"Buchlern",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",636
2014,182,"Buchlern",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",612
2014,182,"Buchlern",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",747
2014,182,"Buchlern",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",39
2014,182,"Buchlern",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",308
2014,182,"Buchlern",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",379
2014,183,"Dachslern",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",557
2014,183,"Dachslern",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",484
2014,183,"Dachslern",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",625
2014,183,"Dachslern",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",54
2014,183,"Dachslern",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",308
2014,183,"Dachslern",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",524
2014,184,"Bachmatt",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",340
2014,184,"Bachmatt",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",401
2014,184,"Bachmatt",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",836
2014,184,"Bachmatt",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",62
2014,184,"Bachmatt",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",429
2014,184,"Bachmatt",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",672
2014,185,"Werdhölzli",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",141
2014,185,"Werdhölzli",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",128
2014,185,"Werdhölzli",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",287
2014,185,"Werdhölzli",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",8
2014,185,"Werdhölzli",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",225
2014,185,"Werdhölzli",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",240
2014,186,"Hardhof",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",48
2014,186,"Hardhof",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",63
2014,186,"Hardhof",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",54
2014,186,"Hardhof",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",3
2014,186,"Hardhof",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",23
2014,186,"Hardhof",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",98
2014,187,"Altstetterplatz",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",286
2014,187,"Altstetterplatz",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",394
2014,187,"Altstetterplatz",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",610
2014,187,"Altstetterplatz",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",44
2014,187,"Altstetterplatz",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",346
2014,187,"Altstetterplatz",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",482
2014,188,"Calanda",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",184
2014,188,"Calanda",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",235
2014,188,"Calanda",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",425
2014,188,"Calanda",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",35
2014,188,"Calanda",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",315
2014,188,"Calanda",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",479
2014,189,"Zwyssig",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",316
2014,189,"Zwyssig",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",283
2014,189,"Zwyssig",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",392
2014,189,"Zwyssig",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",34
2014,189,"Zwyssig",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",206
2014,189,"Zwyssig",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",344
2014,190,"Grimsel",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",264
2014,190,"Grimsel",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",349
2014,190,"Grimsel",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",536
2014,190,"Grimsel",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",38
2014,190,"Grimsel",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",321
2014,190,"Grimsel",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",449
2014,191,"Edelweiss",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",310
2014,191,"Edelweiss",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",356
2014,191,"Edelweiss",92,"Altstetten",9,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",501
2014,191,"Edelweiss",92,"Altstetten",9,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",29
2014,191,"Edelweiss",92,"Altstetten",9,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",137
2014,191,"Edelweiss",92,"Altstetten",9,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",210
2014,192,"Letzigrund",92,"Altstetten",9,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",270
2014,192,"Letzigrund",92,"Altstetten",9,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",399
